ID,Name,Nick Name,TEAM_ID,TEAM_ABBREVIATION,DATE,SEASON,GAME_TYPE,PACE,PIE,PASSES_MADE,SEC_TOUCH,ADJ_REB_CHANCE_%,ADJ_OFF_REB_CHANCE_%,ADJ_DEF_REB_CHANCE_%,AVG_SPEED_OFF,FGM_RA,FGA_RA,FGM_PAINT,FGA_PAINT,FGM_MID-RANGE,FGA_MID-RANGE,FGM_CORNER,FGA_CORNER,FGM_AB,FGA_AB,DEFLECTIONS,SCREEN_AST_PTS,DRIVE_PTS,C&S_PTS,PULL_UP_PTS,PAINT_TOUCH_PTS,POST_TOUCH_PTS,ELBOW_TOUCH_PTS,OPP_2PT_FREQ_%,OPP_2PT_DFGM,OPP_2PT_DFGA,OPP_2PT_FG_%,OPP_3PT_DFGA,OPP_3PT_FREQ_%,OPP_3PT_FG_%,OPP_3PT_DFGM
202328,Greg Monroe,Greg,1610612749,MIL,01/01/2015,2015-16,Regular Season,0.0,0.0,32.5,,,,,,4.2,7.0,0.2,1.5,0.3,1.3,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,
202328,Greg Monroe,Greg,1610612749,MIL,01/01/2016,2016-17,Regular Season,0.0,0.0,17.4,2.16,55.00,44.70,64.30,3.78,2.6,7.2,1.2,2.4,0.2,1.8,0.0,0.0,0.0,0.0,2.0,2.87,1.0,0.7,0.0,8.7,2.5,1.8,79.60000000000001,3.17,6.5,48.699999999999996,1.67,20.4,60.0,1.0
202328,Greg Monroe,Greg,1610612738,BOS,01/01/2017,2017-18,Regular Season,0.0,0.0,24.3,2.28,52.20,31.10,67.70,4.2,2.0,2.7,1.3,3.0,0.3,1.3,0.0,0.0,0.0,0.0,1.33,4.28,0.7,0.0,0.0,2.4,0.9,0.8,62.5,1.55,2.27,68.0,1.36,37.5,53.300000000000004,0.73
202328,Greg Monroe,Greg,1610612755,PHI,01/01/2018,2018-19,Regular Season,0.0,0.0,12.5,1.75,59.60,53.80,65.40,4.24,2.0,4.0,0.0,1.3,0.0,0.3,0.0,0.0,0.0,0.3,0.62,2.1,0.7,0.3,0.2,1.3,0.6,0.9,87.3,3.5,6.88,50.9,1.0,12.7,37.5,0.38
202328,Greg Monroe,Greg,1610612750,MIN,01/01/2021,2021-22,Regular Season,0.0,0.0,29.3,2.07,20.00,16.70,25.00,3.53,,,,,,,,,,,1.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,71.39999999999999,1.0,5.0,20.0,2.0,28.599999999999998,50.0,1.0
