ID,Name,Nick Name,TEAM_ID,TEAM_ABBREVIATION,DATE,SEASON,GAME_TYPE,PACE,PIE,PASSES_MADE,SEC_TOUCH,ADJ_REB_CHANCE_%,ADJ_OFF_REB_CHANCE_%,ADJ_DEF_REB_CHANCE_%,AVG_SPEED_OFF,FGM_RA,FGA_RA,FGM_PAINT,FGA_PAINT,FGM_MID-RANGE,FGA_MID-RANGE,FGM_CORNER,FGA_CORNER,FGM_AB,FGA_AB,DEFLECTIONS,SCREEN_AST_PTS,DRIVE_PTS,C&S_PTS,PULL_UP_PTS,PAINT_TOUCH_PTS,POST_TOUCH_PTS,ELBOW_TOUCH_PTS,OPP_2PT_FREQ_%,OPP_2PT_DFGM,OPP_2PT_DFGA,OPP_2PT_FG_%,OPP_3PT_DFGA,OPP_3PT_FREQ_%,OPP_3PT_FG_%,OPP_3PT_DFGM
201577,Robin Lopez,Robin,1610612752,NYK,01/01/2015,2015-16,Regular Season,0.0,0.0,31.8,,,,,,1.0,2.4,0.4,2.0,1.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
201577,Robin Lopez,Robin,1610612741,CHI,01/01/2016,2016-17,Regular Season,0.0,0.0,21.2,1.73,51.80,52.80,50.00,4.1,1.9,2.9,0.4,1.1,1.4,2.9,0.0,0.0,0.0,0.0,0.44,5.5,0.0,3.0,0.0,8.0,3.0,0.3,70.1,4.83,7.83,61.7,3.33,29.9,45.0,1.5
201577,Robin Lopez,Robin,1610612741,CHI,01/01/2017,2017-18,Regular Season,0.0,0.0,24.4,,,,,,1.5,2.2,1.0,2.2,2.7,4.3,0.0,0.0,0.0,0.0,0.31,9.81,,,,,,,,,,,,,,
201577,Robin Lopez,Robin,1610612741,CHI,01/01/2018,2018-19,Regular Season,0.0,0.0,13.8,,,,,,0.6,1.2,0.2,0.8,0.2,1.6,0.0,0.0,0.0,0.8,0.37,6.63,,,,,,,,,,,,,,
201577,Robin Lopez,Robin,1610612749,MIL,01/01/2019,2019-20,Regular Season,0.0,0.0,10.1,1.71,100.00,0.00,100.00,4.92,1.1,1.6,1.0,1.6,0.1,0.1,0.6,1.4,0.6,1.4,0.4,4.2,0.7,0.0,0.0,0.0,0.7,0.7,85.7,2.33,4.0,58.3,0.67,14.299999999999999,100.0,0.67
201577,Robin Lopez,Robin,1610612764,WAS,01/01/2020,2020-21,Regular Season,0.0,0.0,11.0,2.01,50.00,66.70,35.70,4.32,1.7,2.0,1.3,2.7,0.3,0.7,0.3,0.3,0.0,1.7,0.4,7.4,0.0,0.0,0.8,5.2,2.0,0.8,93.30000000000001,5.8,8.4,69.0,0.6,6.7,33.300000000000004,0.2
201577,Robin Lopez,Robin,1610612753,ORL,01/01/2021,2021-22,Regular Season,0.0,0.0,15.0,,,,,,0.0,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.35,5.82,,,,,,,,,,,,,,
201577,Robin Lopez,Robin,1610612739,CLE,01/01/2022,2022-23,Regular Season,0.0,0.0,6.3,2.81,50.00,100.00,0.00,3.56,0.0,1.0,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,5.09,1.0,0.0,1.0,3.0,1.0,1.0,83.3,0.5,2.5,20.0,0.5,16.7,0.0,0.0
201577,Robin Lopez,Robin,1610612749,MIL,01/01/2023,2023-24,Regular Season,0.0,0.0,2.1,,,,,,0.2,0.6,0.6,2.0,0.0,0.2,0.0,0.8,0.0,0.0,0.13,0.5,,,,,,,,,,,,,,
