ID,Name,Nick Name,TEAM_ID,TEAM_ABBREVIATION,DATE,SEASON,GAME_TYPE,PACE,PIE,PASSES_MADE,SEC_TOUCH,ADJ_REB_CHANCE_%,ADJ_OFF_REB_CHANCE_%,ADJ_DEF_REB_CHANCE_%,AVG_SPEED_OFF,FGM_RA,FGA_RA,FGM_PAINT,FGA_PAINT,FGM_MID-RANGE,FGA_MID-RANGE,FGM_CORNER,FGA_CORNER,FGM_AB,FGA_AB,DEFLECTIONS,SCREEN_AST_PTS,DRIVE_PTS,C&S_PTS,PULL_UP_PTS,PAINT_TOUCH_PTS,POST_TOUCH_PTS,ELBOW_TOUCH_PTS,OPP_2PT_FREQ_%,OPP_2PT_DFGM,OPP_2PT_DFGA,OPP_2PT_FG_%,OPP_3PT_DFGA,OPP_3PT_FREQ_%,OPP_3PT_FG_%,OPP_3PT_DFGM
203943,Noah Vonleh,Noah,1610612757,POR,01/01/2015,2015-16,Regular Season,0.0,0.0,17.2,1.71,80.00,50.00,100.00,4.3,2.0,3.6,0.4,0.7,0.3,1.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,2.0,0.0,1.0,33.300000000000004,100.0,1.0
203943,Noah Vonleh,Noah,1610612757,POR,01/01/2016,2016-17,Regular Season,0.0,0.0,13.8,1.37,46.00,31.00,58.80,4.58,1.8,2.5,0.5,0.7,0.5,1.2,0.0,0.0,0.3,0.7,0.61,2.11,0.0,0.5,0.0,3.8,0.3,0.8,78.9,3.5,7.5,46.7,2.0,21.099999999999998,37.5,0.75
203943,Noah Vonleh,Noah,1610612741,CHI,01/01/2017,2017-18,Regular Season,0.0,0.0,17.8,,,,,,,,,,,,,,,,0.46,3.0,,,,,,,,,,,,,,
203943,Noah Vonleh,Noah,1610612752,NYK,01/01/2018,2018-19,Regular Season,0.0,0.0,44.2,,,,,,1.6,2.8,0.2,0.8,0.2,0.8,0.0,0.0,0.6,0.8,1.22,7.46,,,,,,,,,,,,,,
203943,Noah Vonleh,Noah,1610612743,DEN,01/01/2019,2019-20,Regular Season,0.0,0.0,20.2,1.76,,,,4.44,0.9,1.4,0.1,0.3,0.0,0.1,0.0,0.3,0.3,0.5,0.68,4.95,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,,,,
203943,Noah Vonleh,Noah,1610612751,BKN,01/01/2020,2020-21,Regular Season,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
203943,Noah Vonleh,Noah,1610612738,BOS,01/01/2022,2022-23,Regular Season,0.0,0.0,8.3,,,,,,2.3,2.8,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.24,3.0,,,,,,,,,,,,,,
