ID,Name,Nick Name,TEAM_ID,TEAM_ABBREVIATION,DATE,SEASON,GAME_TYPE,PACE,PIE,PASSES_MADE,SEC_TOUCH,ADJ_REB_CHANCE_%,ADJ_OFF_REB_CHANCE_%,ADJ_DEF_REB_CHANCE_%,AVG_SPEED_OFF,FGM_RA,FGA_RA,FGM_PAINT,FGA_PAINT,FGM_MID-RANGE,FGA_MID-RANGE,FGM_CORNER,FGA_CORNER,FGM_AB,FGA_AB,DEFLECTIONS,SCREEN_AST_PTS,DRIVE_PTS,C&S_PTS,PULL_UP_PTS,PAINT_TOUCH_PTS,POST_TOUCH_PTS,ELBOW_TOUCH_PTS,OPP_2PT_FREQ_%,OPP_2PT_DFGM,OPP_2PT_DFGA,OPP_2PT_FG_%,OPP_3PT_DFGA,OPP_3PT_FREQ_%,OPP_3PT_FG_%,OPP_3PT_DFGM
2734,Devin Harris,Devin,1610612742,DAL,01/01/2015,2015-16,Regular Season,0.0,0.0,25.1,2.45,40.00,8.30,56.50,4.21,1.7,1.8,0.0,0.8,0.2,0.8,0.3,1.2,0.3,1.3,0.0,0.0,3.4,2.2,0.6,0.6,0.0,0.0,56.8,2.6,4.2,61.9,3.2,43.2,56.3,1.8
2734,Devin Harris,Devin,1610612742,DAL,01/01/2016,2016-17,Regular Season,0.0,0.0,18.6,,,,,,0.8,1.3,0.0,0.3,0.5,0.8,0.0,0.0,0.3,1.5,1.0,0.28,,,,,,,,,,,,,,
2734,Devin Harris,Devin,1610612743,DEN,01/01/2017,2017-18,Regular Season,0.0,0.0,20.3,,,,,,1.3,1.3,0.5,1.5,0.0,0.5,0.3,0.3,0.8,2.0,1.56,0.25,,,,,,,,,,,,,,
2734,Devin Harris,Devin,1610612742,DAL,01/01/2018,2018-19,Regular Season,0.0,0.0,16.8,,,,,,0.5,1.3,0.0,1.0,0.5,0.8,0.3,0.3,1.0,4.3,1.31,0.0,,,,,,,,,,,,,,
