ID,Name,Nick Name,TEAM_ID,TEAM_ABBREVIATION,DATE,SEASON,GAME_TYPE,PACE,PIE,PASSES_MADE,SEC_TOUCH,ADJ_REB_CHANCE_%,ADJ_OFF_REB_CHANCE_%,ADJ_DEF_REB_CHANCE_%,AVG_SPEED_OFF,FGM_RA,FGA_RA,FGM_PAINT,FGA_PAINT,FGM_MID-RANGE,FGA_MID-RANGE,FGM_CORNER,FGA_CORNER,FGM_AB,FGA_AB,DEFLECTIONS,SCREEN_AST_PTS,DRIVE_PTS,C&S_PTS,PULL_UP_PTS,PAINT_TOUCH_PTS,POST_TOUCH_PTS,ELBOW_TOUCH_PTS,OPP_2PT_FREQ_%,OPP_2PT_DFGM,OPP_2PT_DFGA,OPP_2PT_FG_%,OPP_3PT_DFGA,OPP_3PT_FREQ_%,OPP_3PT_FG_%,OPP_3PT_DFGM
2403,Nene,ene,1610612764,WAS,01/01/2015,2015-16,Regular Season,0.0,0.0,23.9,,,,,,2.7,3.3,0.3,1.3,1.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2403,Nene,ene,1610612745,HOU,01/01/2016,2016-17,Regular Season,0.0,0.0,19.5,1.67,53.80,39.30,62.00,4.57,2.3,2.8,0.5,0.8,1.3,1.8,0.0,0.0,0.0,0.2,1.27,5.8,0.7,0.7,0.0,4.8,0.7,3.2,78.5,2.89,5.67,51.0,1.56,21.5,21.4,0.33
2403,Nene,ene,1610612745,HOU,01/01/2017,2017-18,Regular Season,0.0,0.0,17.9,1.66,54.90,30.00,66.70,4.36,1.7,2.0,0.5,0.5,0.7,0.7,0.0,0.3,0.0,0.0,1.27,4.73,0.3,0.0,0.0,1.8,0.0,0.7,71.7,1.73,3.91,44.2,1.55,28.299999999999997,23.5,0.36
2403,Nene,ene,1610612745,HOU,01/01/2018,2018-19,Regular Season,0.0,0.0,15.8,1.68,53.80,69.20,38.50,4.16,,,,,,,,,,,1.21,4.64,0.0,0.3,0.0,2.4,0.0,0.0,62.5,1.0,2.14,46.7,1.29,37.5,55.60000000000001,0.71
