ID,Name,Nick Name,TEAM_ID,TEAM_ABBREVIATION,DATE,SEASON,GAME_TYPE,PACE,PIE,PASSES_MADE,SEC_TOUCH,ADJ_REB_CHANCE_%,ADJ_OFF_REB_CHANCE_%,ADJ_DEF_REB_CHANCE_%,AVG_SPEED_OFF,FGM_RA,FGA_RA,FGM_PAINT,FGA_PAINT,FGM_MID-RANGE,FGA_MID-RANGE,FGM_CORNER,FGA_CORNER,FGM_AB,FGA_AB,DEFLECTIONS,SCREEN_AST_PTS,DRIVE_PTS,C&S_PTS,PULL_UP_PTS,PAINT_TOUCH_PTS,POST_TOUCH_PTS,ELBOW_TOUCH_PTS,OPP_2PT_FREQ_%,OPP_2PT_DFGM,OPP_2PT_DFGA,OPP_2PT_FG_%,OPP_3PT_DFGA,OPP_3PT_FREQ_%,OPP_3PT_FG_%,OPP_3PT_DFGM
203077,Michael Kidd-Gilchrist,Michael,1610612766,CHA,01/01/2015,2015-16,Regular Season,,,,,,,,,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
203077,Michael Kidd-Gilchrist,Michael,1610612766,CHA,01/01/2016,2016-17,Regular Season,0.0,0.0,20.6,,,,,,2.0,4.4,0.1,1.3,1.0,3.9,0.0,0.3,0.0,0.1,1.45,0.52,,,,,,,,,,,,,,
203077,Michael Kidd-Gilchrist,Michael,1610612766,CHA,01/01/2017,2017-18,Regular Season,0.0,0.0,16.3,,,,,,2.0,3.5,0.0,1.5,1.0,2.0,0.0,0.0,0.0,0.5,1.03,0.37,,,,,,,,,,,,,,
203077,Michael Kidd-Gilchrist,Michael,1610612766,CHA,01/01/2018,2018-19,Regular Season,0.0,0.0,20.0,,,,,,1.5,3.8,0.3,0.8,0.0,0.8,0.0,0.3,0.0,0.0,0.79,2.9,,,,,,,,,,,,,,
203077,Michael Kidd-Gilchrist,Michael,1610612742,DAL,01/01/2019,2019-20,Regular Season,0.0,0.0,11.6,1.07,66.70,50.00,80.00,4.5,1.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.09,0.36,0.3,1.0,0.0,0.8,0.3,0.0,67.9,1.5,3.17,47.4,1.5,32.1,22.2,0.33
